0.672928,0.537037,0.674237,64,185,212,255,ABCB10;23456;ATP binding cassette subfamily B member 10;Q9NRK6;91.019650650952
0.254773,0.601074,0.679944,64,185,212,255,ABCB11;8647;ATP binding cassette subfamily B member 11;O95342;71.84319334981501
0.312969,0.481064,0.855629,64,185,212,255,ABCB4;5244;ATP binding cassette subfamily B member 4;P21439;72.96469282682575
0.763299,0.241518,0.515008,64,185,212,255,ABCB5;340273;ATP binding cassette subfamily B member 5;Q2M3G0;77.61045241485388
0.610154,0.474848,0.662996,64,185,212,255,ABCB6;10058;ATP binding cassette subfamily B member 6 (Langereis blood group);Q9NP58;71.85747614742029
0.696126,0.539339,0.487659,64,185,212,255,ABCB7;22;ATP binding cassette subfamily B member 7;O75027;72.97403609975606
0.670491,0.502283,0.677599,64,185,212,255,ABCB8;11194;ATP binding cassette subfamily B member 8;Q9NUT2;62.567317447318125
0.780824,0.447413,0.771683,64,185,212,255,ABCB9;23457;ATP binding cassette subfamily B member 9;Q9NP78;64.37100674405072
0.645776,0.506997,0.53814,64,185,212,255,ABCC1;4363;ATP binding cassette subfamily C member 1;P33527;65.81444011260905
0.733183,0.57259,0.744494,64,185,212,255,ABCC10;89845;ATP binding cassette subfamily C member 10;Q5T3U5;71.10747663151125
0.746058,0.86413,0.362609,64,185,212,255,ABCC12;94160;ATP binding cassette subfamily C member 12;Q96J65;62.433711588947844
0.64411,0.535076,0.53677,64,185,212,255,ABCC2;1244;ATP binding cassette subfamily C member 2;Q92887;67.53110703790885
0.783953,0.532219,0.568208,64,185,212,255,ABCC3;8714;ATP binding cassette subfamily C member 3;O15438;65.67198248077678
0.53987,0.546753,0.736468,64,185,212,255,ABCC4;10257;ATP binding cassette subfamily C member 4;O15439;75.06519006018495
0.748145,0.426661,0.458273,64,185,212,255,ABCC5;10057;ATP binding cassette subfamily C member 5;O15440;74.50781546285613
0.76117,0.300472,0.473308,64,185,212,255,ABCC6;368;ATP binding cassette subfamily C member 6;O95255;67.22540630403388
0.444504,0.737916,0.746669,64,185,212,255,ABCC8;6833;ATP binding cassette subfamily C member 8;Q09428;70.79076092518095
0.553011,0.696344,0.726506,64,185,212,255,ABCC9;10060;ATP binding cassette subfamily C member 9;O60706;74.81679054075774
0.705768,0.564982,0.562641,64,185,212,255,ABCD1;215;ATP binding cassette subfamily D member 1;P33897;68.92985195834262
0.864932,0.598505,0.579219,64,185,212,255,ABCD2;225;ATP binding cassette subfamily D member 2;Q9UBJ2;63.249118275034384
0.635332,0.524582,0.520623,64,185,212,255,ABCD3;5825;ATP binding cassette subfamily D member 3;P28288;79.78033855822672
0.562042,0.490972,0.765583,64,185,212,255,ABCD4;5826;ATP binding cassette subfamily D member 4;O14678;87.09678660348594
0.571552,0.533749,0.493155,64,185,212,255,ABCE1;6059;ATP binding cassette subfamily E member 1;P61221;120.00803597704416
0.555261,0.56577,0.411185,64,185,212,255,ABCF1;23;ATP binding cassette subfamily F member 1;Q8NE71;69.41505967140588
0.621647,0.511409,0.419877,64,185,212,255,ABCF2;10061;ATP binding cassette subfamily F member 2;Q9UG63;86.91610952017251
0.625194,0.561827,0.403328,64,185,212,255,ABCF3;55324;ATP binding cassette subfamily F member 3;Q9NUQ8;79.44244873457468
0.493193,0.729543,0.722531,64,185,212,255,ABCG1;9619;ATP binding cassette subfamily G member 1;P45844;85.78549142156453
0.418743,0.489831,0.674126,64,185,212,255,ABCG2;9429;ATP binding cassette subfamily G member 2 (Junior blood group);Q9UNQ0;76.09481430582558
0.350547,0.8062,0.737602,64,185,212,255,ABCG4;64137;ATP binding cassette subfamily G member 4;Q9H172;90.29045046210459
0.390438,0.62604,0.825091,64,185,212,255,ABCG5;64240;ATP binding cassette subfamily G member 5;Q9H222;69.19768279256806
0.529929,0.53962,0.725484,64,185,212,255,ABCG8;64241;ATP binding cassette subfamily G member 8;Q9H221;66.96603500585287
0.409158,0.626059,0.93375,64,185,212,255,ABHD1;84696;abhydrolase domain containing 1;Q96SE0;96.60916632751773
0.695559,0.512637,0.384023,64,185,212,255,ABHD10;55347;abhydrolase domain containing 10;Q9NUJ1;105.47297597197831
0.759094,0.54967,0.497564,64,185,212,255,ABHD11;83451;abhydrolase domain containing 11;Q8NFV4;130.5748979274088
0.787776,0.52738,0.599199,64,185,212,255,ABHD12;26090;abhydrolase domain containing 12;Q8N2K0;73.90670885314864
0.401777,0.432812,0.964905,64,185,212,255,ABHD12B;145447;abhydrolase domain containing 12B;Q7Z5M8;88.79687073296476
0.686613,0.513561,0.630253,64,185,212,255,ABHD14A;25864;abhydrolase domain containing 14A;Q9BUJ0;88.7198655091587
0.740368,0.689202,0.569148,64,185,212,255,ABHD14B;84836;abhydrolase domain containing 14B;Q96IU4;178.37181058882075
0.6657,0.329425,0.405824,64,185,212,255,ABHD15;116236;abhydrolase domain containing 15;Q6UXT9;96.50809732484595
0.632621,0.459393,0.643865,64,185,212,255,ABHD16A;7920;abhydrolase domain containing 16A;O95870;107.70857104648802
0.431588,0.46485,0.632387,64,185,212,255,ABHD17A;81926;abhydrolase domain containing 17A;Q96GS6;122.73536202813625
0.736909,0.496732,0.689892,64,185,212,255,ABHD17B;51104;abhydrolase domain containing 17B;Q5VST6;156.30447881100622
0.734178,0.40883,0.566492,64,185,212,255,ABHD18;80167;abhydrolase domain containing 18;Q0P651;103.40572269836267
0.754932,0.391249,0.773669,64,185,212,255,ABHD3;171586;abhydrolase domain containing 3;Q8WU67;106.43481608601876
0.420566,0.223417,0.281177,64,185,212,255,ABHD4;63874;abhydrolase domain containing 4;Q8TB40;142.1072283687197
0.494147,0.415053,0.724516,64,185,212,255,ABHD5;51099;abhydrolase domain containing 5;Q8WTS1;142.44067779160346
0.442035,0.442532,0.798573,64,185,212,255,ABHD6;57406;abhydrolase domain containing 6;Q9BV23;103.86559825751792
0.169751,0.525123,0.21227,64,185,212,255,ABHD8;79575;abhydrolase domain containing 8;Q96I13;81.13210583718859
0.444122,0.570898,0.528209,64,185,212,255,ABI1;10006;abl interactor 1;Q8IZP0;60.18670977041703
0.45178,0.575574,0.536054,64,185,212,255,ABI2;10152;abl interactor 2;Q9NYB9;61.61043899684131
0.405494,0.601402,0.518949,64,185,212,255,ABI3;51225;ABI family member 3;Q9P2A4;58.76153425826838
0.346247,0.615295,0.462194,64,185,212,255,ABI3BP;25890;ABI family member 3 binding protein;Q7Z7G0;57.6766516059439
0.461285,0.490031,0.547345,64,185,212,255,ABL1;25;ABL proto-oncogene 1 - non-receptor tyrosine kinase;P00519;59.49991807426891
0.445824,0.522943,0.585115,64,185,212,255,ABL2;27;ABL proto-oncogene 2 - non-receptor tyrosine kinase;P42684;59.275104521793665
0.448552,0.583799,0.461212,64,185,212,255,ABLIM1;3983;actin binding LIM protein 1;O14639;61.086764777954954
0.289013,0.600854,0.647756,64,185,212,255,ABLIM2;84448;actin binding LIM protein family member 2;Q6H8Q1;59.60484999771907
0.291562,0.603669,0.47695,64,185,212,255,ABLIM3;22885;actin binding LIM protein family member 3;O94929;67.417041917458
0.643702,0.690943,0.780602,64,185,212,255,ABO;28;ABO - alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase;P16442;77.43100859475341
0.358893,0.497249,0.53524,64,185,212,255,ABR;29;active BCR-related;Q12979;80.05828925286274
0.300232,0.660377,0.553168,64,185,212,255,ABRA;137735;actin binding Rho activating protein;Q8N0Z2;72.6816314807733
0.561103,0.798748,0.418473,64,185,212,255,ABRACL;58527;ABRA C-terminal like;Q9P1F3;263.71529903013703
0.494865,0.54862,0.343056,64,185,212,255,ABT1;29777;activator of basal transcription 1;Q9ULW3;84.15691857902745
0.605699,0.409388,0.272588,64,185,212,255,ABTB1;80325;ankyrin repeat and BTB domain containing 1;Q969K4;117.36658498719572
0.631395,0.671342,0.370067,64,185,212,255,ABTB2;25841;ankyrin repeat and BTB domain containing 2;Q8N961;79.0673087211054
0.661768,0.607007,0.476926,64,185,212,255,ACAA1;30;acetyl-CoA acyltransferase 1;P09110;113.64169641524836
0.601466,0.554066,0.524151,64,185,212,255,ACAA2;10449;acetyl-CoA acyltransferase 2;P42765;146.22615959365936
0.541557,0.497378,0.482855,64,185,212,255,ACACA;31;acetyl-CoA carboxylase alpha;Q13085;51.05340409669882
0.458216,0.616085,0.464981,64,185,212,255,ACACB;32;acetyl-CoA carboxylase beta;O00763;51.50987041824839
0.715374,0.553296,0.603358,64,185,212,255,ACAD10;80724;acyl-CoA dehydrogenase family member 10;Q6JQN1;66.97010487528405
0.557199,0.573669,0.408893,64,185,212,255,ACAD11;84129;acyl-CoA dehydrogenase family member 11;Q709F0;88.63422317248113
0.523322,0.563784,0.616505,64,185,212,255,ACAD8;27034;acyl-CoA dehydrogenase family member 8;Q9UKU7;93.56266750502459
0.666357,0.458895,0.527453,64,185,212,255,ACAD9;28976;acyl-CoA dehydrogenase family member 9;Q9H845;89.4892800138447
0.688173,0.625486,0.68601,64,185,212,255,ACADL;33;acyl-CoA dehydrogenase - long chain;P28330;102.51339490514147
0.647778,0.540706,0.494179,64,185,212,255,ACADM;34;acyl-CoA dehydrogenase - C-4 to C-12 straight chain;P11310;96.81617112081591
0.684111,0.642521,0.452835,64,185,212,255,ACADS;35;acyl-CoA dehydrogenase - C-2 to C-3 short chain;P16219;83.04477315904022
0.713129,0.580711,0.508957,64,185,212,255,ACADSB;36;acyl-CoA dehydrogenase - short/branched chain;P45954;89.65180783335897
0.621093,0.438859,0.502218,64,185,212,255,ACADVL;37;acyl-CoA dehydrogenase - very long chain;P49748;93.66066647506048
0.487013,0.243801,0.701088,64,185,212,255,ACAN;176;aggrecan;P16112;49.24759411614205
0.431013,0.597435,0.666251,64,185,212,255,ACAP1;9744;ArfGAP with coiled-coil - ankyrin repeat and PH domains 1;Q15027;66.37821022492385
0.575772,0.740384,0.51342,64,185,212,255,ACAP2;23527;ArfGAP with coiled-coil - ankyrin repeat and PH domains 2;Q15057;70.4218135331743
0.767725,0.593021,0.378259,64,185,212,255,ACAP3;116983;ArfGAP with coiled-coil - ankyrin repeat and PH domains 3;Q96P50;71.39250777260655
0.641737,0.526814,0.491139,64,185,212,255,ACAT1;38;acetyl-CoA acetyltransferase 1;P24752;97.9269220784399
0.585262,0.598314,0.457364,64,185,212,255,ACAT2;39;acetyl-CoA acetyltransferase 2;Q9BWD1;125.81555205086684
0.649956,0.512886,0.459989,64,185,212,255,ACBD3;64746;acyl-CoA binding domain containing 3;Q9H3P7;67.94165857966661
0.690891,0.79219,0.611446,64,185,212,255,ACBD4;79777;acyl-CoA binding domain containing 4;Q8NC06;94.44684550915862
0.651782,0.642592,0.537151,64,185,212,255,ACBD5;91452;acyl-CoA binding domain containing 5;Q5T8D3;62.866536319081156
0.415411,0.744185,0.335867,64,185,212,255,ACBD6;84320;acyl-CoA binding domain containing 6;Q9BR61;81.21801585757783
0.551137,0.64384,0.680302,64,185,212,255,ACBD7;414149;acyl-CoA binding domain containing 7;Q8N6N7;202.62339812852463
0.728865,0.79866,0.46303,64,185,212,255,ACCS;84680;1-aminocyclopropane-1-carboxylate synthase homolog (inactive);Q96QU6;85.82159066558972
0.555284,0.582574,0.408902,64,185,212,255,ACD;65057;ACD - shelterin complex subunit and telomerase recruitment factor;Q96AP0;75.3589795202745
0.398718,0.381013,0.631371,64,185,212,255,ACE;1636;angiotensin I converting enzyme;P12821;68.12663729392617
0.617973,0.435667,0.777725,64,185,212,255,ACE2;59272;angiotensin I converting enzyme 2;Q9BYF1;56.9847408261603
0.769694,0.770861,0.466863,64,185,212,255,ACER3;55331;alkaline ceramidase 3;Q9NUN7;139.79660298422203
0.433029,0.308185,0.567012,64,185,212,255,ACHE;43;acetylcholinesterase (Cartwright blood group);P22303;72.30612106007291
0.578468,0.506992,0.455546,64,185,212,255,ACIN1;22985;apoptotic chromatin condensation inducer 1;Q9UKV3;47.52522348153299
0.3873,0.264944,0.78684,64,185,212,255,ACKR1;2532;atypical chemokine receptor 1 (Duffy blood group);Q16570;64.34013031575691
0.463465,0.289712,0.730414,64,185,212,255,ACKR2;1238;atypical chemokine receptor 2;O00590;72.92560959289804
0.577708,0.621524,0.61573,64,185,212,255,ACKR3;57007;atypical chemokine receptor 3;P25106;80.30466117408058
0.46326,0.241277,0.726308,64,185,212,255,ACKR4;51554;atypical chemokine receptor 4;Q9NPB9;79.54462480767579
0.580458,0.46948,0.472989,64,185,212,255,ACLY;47;ATP citrate lyase;P53396;79.326945665345
0.686858,0.753353,0.333686,64,185,212,255,ACMSD;130013;aminocarboxymuconate semialdehyde decarboxylase;Q8TDX5;149.10830542855447
0.544375,0.637892,0.505377,64,185,212,255,ACO1;48;aconitase 1;P21399;113.77115048351304
0.614106,0.548328,0.480783,64,185,212,255,ACO2;50;aconitase 2;Q99798;90.55777930737608
0.767819,0.564003,0.432141,64,185,212,255,ACOT1;641371;acyl-CoA thioesterase 1;Q86TX2;121.89651565512241
0.780006,0.807867,0.566732,64,185,212,255,ACOT11;26027;acyl-CoA thioesterase 11;Q8WXI4;72.75395639047746
0.538757,0.753108,0.611094,64,185,212,255,ACOT12;134526;acyl-CoA thioesterase 12;Q8WYK0;108.79446633409312
0.656964,0.611464,0.470369,64,185,212,255,ACOT13;55856;acyl-CoA thioesterase 13;Q9NPJ3;195.03584937954673
0.787227,0.492031,0.357499,64,185,212,255,ACOT2;10965;acyl-CoA thioesterase 2;P49753;70.73026299533333
0.953712,0.676113,0.443161,64,185,212,255,ACOT4;122970;acyl-CoA thioesterase 4;Q8N9L9;133.21171670514792
0.304915,0.856773,0.465796,64,185,212,255,ACOT6;641372;acyl-CoA thioesterase 6;Q3I5F7;158.31234733300593
0.558929,0.590495,0.505687,64,185,212,255,ACOT7;11332;acyl-CoA thioesterase 7;O00154;115.06825819978145
0.640523,0.368435,0.491491,64,185,212,255,ACOT8;10005;acyl-CoA thioesterase 8;O14734;94.60479804138504
0.618878,0.548678,0.540636,64,185,212,255,ACOT9;23597;acyl-CoA thioesterase 9;Q9Y305;86.84861914012764
0.623708,0.46657,0.514537,64,185,212,255,ACOX1;51;acyl-CoA oxidase 1;Q15067;109.11314592392712
0.635384,0.799735,0.408876,64,185,212,255,ACOX2;8309;acyl-CoA oxidase 2;Q99424;94.30071264521631
0.760119,0.495909,0.482451,64,185,212,255,ACOX3;8310;acyl-CoA oxidase 3 - pristanoyl;O15254;95.53043838577723
0.537892,0.200408,0.203924,64,185,212,255,ACOXL;55289;acyl-CoA oxidase-like;Q9NUZ1;124.70754393188149
0.519467,0.554318,0.536315,64,185,212,255,ACP1;52;acid phosphatase 1 - soluble;P24666;172.92877220660617
0.631065,0.494309,0.691303,64,185,212,255,ACP2;53;acid phosphatase 2 - lysosomal;P11117;48.602708812246476
0.607913,0.400397,0.525238,64,185,212,255,ACP5;54;acid phosphatase 5 - tartrate resistant;P13686;107.63573496996153
0.721024,0.599852,0.497261,64,185,212,255,ACP6;51205;acid phosphatase 6 - lysophosphatidic;Q9NPH0;88.11578302249865
0.718417,0.282529,0.329251,64,185,212,255,ACP7;390928;acid phosphatase 7 - tartrate resistant (putative);Q6ZNF0;82.52130342125182
0.5559,0.28951,0.502945,64,185,212,255,ACPP;55;acid phosphatase - prostate;P15309;70.94721503817678
0.419087,0.216847,0.613175,64,185,212,255,ACR;49;acrosin;P10323;76.69817150860379
0.88671,0.627863,0.401964,64,185,212,255,ACRBP;84519;acrosin binding protein;Q8NEB7;73.1292656839389
0.184658,0.657339,0.470344,64,185,212,255,ACSBG1;23205;acyl-CoA synthetase bubblegum family member 1;Q96GR2;81.59063684957545
0.737965,0.235216,0.364482,64,185,212,255,ACSBG2;81616;acyl-CoA synthetase bubblegum family member 2;Q5FVE4;86.00832064523922
0.762994,0.584405,0.556202,64,185,212,255,ACSF2;80221;acyl-CoA synthetase family member 2;Q96CM8;109.85724968903192
0.722659,0.578668,0.495257,64,185,212,255,ACSF3;197322;acyl-CoA synthetase family member 3;Q4G176;105.21261171695889
0.749297,0.417564,0.487074,64,185,212,255,ACSL1;2180;acyl-CoA synthetase long-chain family member 1;P33121;84.10788968080469
0.628083,0.552715,0.514425,64,185,212,255,ACSL3;2181;acyl-CoA synthetase long-chain family member 3;O95573;108.58222639065974
0.636918,0.544397,0.536141,64,185,212,255,ACSL4;2182;acyl-CoA synthetase long-chain family member 4;O60488;119.13742705585264
0.834163,0.46135,0.533137,64,185,212,255,ACSL5;51703;acyl-CoA synthetase long-chain family member 5;Q9ULC5;86.16272931771243
0.346976,0.576572,0.7997,64,185,212,255,ACSL6;23305;acyl-CoA synthetase long-chain family member 6;Q9UKU0;82.08991532341481
0.77275,0.771527,0.552395,64,185,212,255,ACSM1;116285;acyl-CoA synthetase medium-chain family member 1;Q08AH1;95.11566169539886
0.488112,0.309835,0.116532,64,185,212,255,ACSM2B;348158;acyl-CoA synthetase medium-chain family member 2B;Q68CK6;99.97835728197168
0.534199,0.275237,0.205181,64,185,212,255,ACSM3;6296;acyl-CoA synthetase medium-chain family member 3;Q53FZ2;91.12683823058562
0.799104,0.457842,0.447508,64,185,212,255,ACSM5;54988;acyl-CoA synthetase medium-chain family member 5;Q6NUN0;85.2155312707789
0.843281,0.486347,0.506066,64,185,212,255,ACSS1;84532;acyl-CoA synthetase short-chain family member 1;Q9NUB1;109.34171525214468
0.737323,0.625422,0.304815,64,185,212,255,ACSS2;55902;acyl-CoA synthetase short-chain family member 2;Q9NR19;104.06941114401977
0.090115,0.34757,0.767475,64,185,212,255,ACSS3;79611;acyl-CoA synthetase short-chain family member 3;Q9H6R3;106.43297382396442
0.465179,0.552581,0.508401,64,185,212,255,ACTA1;58;actin - alpha 1 - skeletal muscle;P68133;132.57641435069755
0.528186,0.499039,0.52743,64,185,212,255,ACTA2;59;actin - alpha 2 - smooth muscle - aorta;P62736;130.29109688212392
0.503833,0.514368,0.506818,64,185,212,255,ACTB;60;actin beta;P60709;131.84867893115853
0.538961,0.550269,0.503171,64,185,212,255,ACTBL2;345651;actin - beta like 2;Q562R1;123.12941706317092
0.454334,0.533988,0.519718,64,185,212,255,ACTC1;70;actin - alpha - cardiac muscle 1;P68032;123.79592081631992
0.485562,0.541346,0.497293,64,185,212,255,ACTG1;71;actin gamma 1;P63261;151.28040241201305
0.475966,0.423228,0.610189,64,185,212,255,ACTG2;72;actin - gamma 2 - smooth muscle - enteric;P63267;131.40451220210045
0.499928,0.504782,0.396948,64,185,212,255,ACTL6A;86;actin like 6A;O96019;112.58440774524132
0.474646,0.403882,0.490451,64,185,212,255,ACTL6B;51412;actin like 6B;O94805;122.1682793521721
0.289523,0.728595,0.550809,64,185,212,255,ACTL7A;10881;actin like 7A;Q9Y615;103.29133799090457
0.39859,0.910727,0.497899,64,185,212,255,ACTL7B;10880;actin like 7B;Q9Y614;110.89694983157733
0.493021,0.602051,0.288838,64,185,212,255,ACTL8;81569;actin like 8;Q9H568;126.08708089518724
0.469492,0.531347,0.506465,64,185,212,255,ACTN1;87;actinin alpha 1;P12814;59.2008007900261
0.439371,0.533194,0.51505,64,185,212,255,ACTN2;88;actinin alpha 2;P35609;56.03207783177012
0.362487,0.595526,0.524501,64,185,212,255,ACTN3;89;actinin alpha 3 (gene/pseudogene);Q08043;56.51396746220523
0.494812,0.518123,0.508558,64,185,212,255,ACTN4;81;actinin alpha 4;O43707;58.648601484650115
0.490329,0.651069,0.454212,64,185,212,255,ACTR10;55860;actin-related protein 10 homolog;Q9NZ32;90.74047569840893
0.533971,0.59483,0.439117,64,185,212,255,ACTR1A;10121;ARP1 actin-related protein 1 homolog A - centractin alpha;P61163;132.17956036356216
0.52914,0.614379,0.474462,64,185,212,255,ACTR1B;10120;ARP1 actin-related protein 1 homolog B - centractin beta;P42025;132.48400053198563
0.524789,0.553049,0.480164,64,185,212,255,ACTR2;10097;ARP2 actin related protein 2 homolog;P61160;131.7546625132165
0.537,0.553816,0.489367,64,185,212,255,ACTR3;10096;ARP3 actin related protein 3 homolog;P61158;120.31426466550644
0.523255,0.624119,0.400097,64,185,212,255,ACTR3B;57180;ARP3 actin related protein 3 homolog B;Q9P1U1;105.90203935486697
0.851098,0.354555,0.47364,64,185,212,255,ACTR3C;653857;ARP3 actin-related protein 3 homolog C;Q9C0K3;133.7018628655135
0.511131,0.528653,0.349273,64,185,212,255,ACTR5;79913;ARP5 actin-related protein 5 homolog;Q9H9F9;84.98483841991963
0.542877,0.556086,0.349682,64,185,212,255,ACTR6;64431;ARP6 actin-related protein 6 homolog;Q9GZN1;129.87650725751152
0.429278,0.488014,0.309622,64,185,212,255,ACTR8;93973;ARP8 actin-related protein 8 homolog;Q9H981;76.82482117731911
0.304459,0.701321,0.59992,64,185,212,255,ACTRT1;139741;actin related protein T1;Q8TDG2;133.9819180190564
0.465963,0.461933,0.590238,64,185,212,255,ACVR1;90;activin A receptor type 1;Q04771;90.23018521809561
0.496293,0.447087,0.619655,64,185,212,255,ACVR1B;91;activin A receptor type 1B;P36896;81.31733954223012
0.354562,0.247377,0.649188,64,185,212,255,ACVR1C;130399;activin A receptor type 1C;Q8NER5;83.32637655326775
0.456148,0.410481,0.695509,64,185,212,255,ACVR2A;92;activin A receptor type 2A;P27037;78.43687139696465
0.502903,0.433642,0.677442,64,185,212,255,ACVR2B;93;activin A receptor type 2B;Q13705;69.44779896533608
0.452084,0.414696,0.643943,64,185,212,255,ACVRL1;94;activin A receptor like type 1;P37023;84.32369690889273
0.633027,0.474706,0.40162,64,185,212,255,ACY1;95;aminoacylase 1;Q03154;125.1255404034225
0.290569,0.56334,0.586202,64,185,212,255,ACY3;91703;aminoacylase 3;Q96HD9;137.65334403148952
0.415341,0.908644,0.42227,64,185,212,255,ACYP1;97;acylphosphatase 1;P07311;191.26320509916835
0.274152,0.132498,0.457181,64,185,212,255,ACYP2;98;acylphosphatase 2;P14621;195.8701417127359
0.478531,0.512752,0.632601,64,185,212,255,ADA;100;adenosine deaminase;P00813;160.4205825137901
0.387849,0.901932,0.562178,64,185,212,255,ADAD2;161931;adenosine deaminase domain containing 2;Q8NCV1;87.38953875107713
0.809719,0.619428,0.321465,64,185,212,255,ADAL;161823;adenosine deaminase like;Q6DHV7;104.67864799467134
0.571155,0.481146,0.686491,64,185,212,255,ADAM10;102;ADAM metallopeptidase domain 10;O14672;72.55856971306247
0.801706,0.234363,0.65546,64,185,212,255,ADAM11;4185;ADAM metallopeptidase domain 11;O75078;57.53730604302424
0.399198,0.396299,0.664926,64,185,212,255,ADAM12;8038;ADAM metallopeptidase domain 12;O43184;57.727456146597355
0.395641,0.537486,0.584615,64,185,212,255,ADAM15;8751;ADAM metallopeptidase domain 15;Q13444;54.63066419272394
0.525392,0.450917,0.655805,64,185,212,255,ADAM17;6868;ADAM metallopeptidase domain 17;P78536;77.08853204201985
0.4826,0.324799,0.647173,64,185,212,255,ADAM19;8728;ADAM metallopeptidase domain 19;Q9H013;59.505803969248696
0.590772,0.423536,0.775108,64,185,212,255,ADAM2;2515;ADAM metallopeptidase domain 2;Q99965;66.24841805395805
0.65802,0.392224,0.680436,64,185,212,255,ADAM21;8747;ADAM metallopeptidase domain 21;Q9UKJ8;78.04753301251867
